,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
10,F076,0,91.86803725,99.1002,84.3068,13.2815,3.6873,5.75412347,7.7478,2.75269,1.7501,8.7639,11.46279289,17.5387,5.15331,19.9335,1.4476,80.60917412,103.448,0,211.1156,3.3536,116.2919735,123.912,111.327,7.2215,3.5138,2.171750313,2.29034,2.04925,0.0035,4.4727,70.1431791,79.2744,59.9541,24.8332,3.6996,91.74794669,124.916,59.9541,233.4335,7.317,,,,,
11,F076,0,98.67665669,110.084,94.7731,11.3058,3.0615,6.917904098,8.17078,3.69751,1.1688,8.1385,14.07156233,20,7.13436,22.0848,1.3504,87.7004685,105.448,52.4476,107.0354,3.078,122.6758523,129.643,116.526,12.3176,2.9961,1.954368164,2.05841,1.8631,0.0035,4.1417,77.07424544,86.6893,70.9141,15.7671,3.1347,98.62452843,129.643,70.9141,227.3911,7.2787,,,,,
12,F076,0,88.91667762,102.603,83.0214,9.3537,4.6028,4.876205605,8.44635,0.804443,4.0582,9.2571,14.05032055,20,0,19.2442,2.7257,77.48223485,180.18,0,282.9851,4.0648,108.4763597,118.388,98.8605,9.9568,4.3425,4.721113304,5.25665,4.27551,0.0441,5.7726,69.90633327,78.0927,63.4105,13.2579,4.3116,88.69652899,118.388,63.4105,162.8375,7.1328,,,,,
13,F076,0,91.22420467,99.3819,83.978,14.579,3.9269,7.696732792,8.63373,3.26447,1.2435,7.7875,11.79155567,18.8265,0,18.7663,1.6655,82.73334968,107.914,0,252.003,3.5664,112.9713655,119.953,105.803,9.9426,3.8217,5.316643845,6.06079,4.84161,0.0848,5.6719,70.13429394,78.1223,60.3382,18.7104,3.7997,90.85095751,119.953,60.3382,217.3044,7.3053,,,,,
14,F076,0,93.08722408,104.673,86.9981,18.0799,3.6094,5.806853597,7.97394,-0.24231,3.6979,8.6589,13.65599615,19.8939,5.62377,44.1782,1.1872,86.60079386,108.893,0,249.0354,3.3009,121.4395986,134.222,110.618,22.0671,3.5709,6.24656332,6.68335,5.92804,0.0493,5.3843,70.59214758,85.1236,60.5154,36.431,3.5483,93.59503833,134.222,62.9083,274.6265,7.3925,,,,,
15,F076,0,108.8795598,130.317,0,272.2684,5.0917,5.852864895,8.18634,-3.26813,3.7786,9.0971,13.23458898,19.98,0,23.3826,3.0656,82.97200428,180.18,0,798.76,4.4853,128.6530547,168.52,0,417.457,4.9073,1.686256446,3.25928,1.12762,0.4798,5.4956,87.06503507,126.541,0,79.5314,4.8946,110.6044293,168.52,74.2523,231.2655,7.3978,,,,,
16,F076,1,111.6772902,145.519,0,1744.3155,3.7329,7.869759537,8.77655,1.18866,1.6058,7.7479,8.651429157,19.9867,0,26.5146,2.1092,92.6692574,180.18,0,1358.2737,4.0115,126.3983085,225.712,0,2580.2958,3.7329,0.362635669,4.41894,-0.00457852,0.4822,5.4813,87.90244643,126.836,0,1403.7471,3.4521,123.6999989,225.712,-4.06266,439.191,7.5842,,,,,
17,F076,0,93.17635119,101.783,83.9378,16.1099,3.9589,5.122694427,8.37769,-8.13507,5.4855,9.1552,13.08572004,20,0,34.7944,2.2383,84.36936618,109.091,37.5235,258.8777,3.5158,118.9303132,131.918,106.157,38.46,3.893,5.035717104,5.36652,4.89044,0.0098,4.9104,69.59121556,80.3083,58.9202,23.9566,3.9003,92.51658338,131.918,58.9202,257.1533,7.4723,,,,,
18,F076,0,104.0582968,114.927,98.386,11.6755,4.6321,5.668870273,8.45245,-7.28851,6.6736,9.4501,14.36346748,18.8324,7.41748,10.2036,2.7082,86.0972808,179.104,0,763.463,4.1826,116.0991844,128.166,105.596,22.4948,4.4411,3.9640712,6.05163,2.88086,1.107,5.9904,85.23685604,104.001,0,123.8126,4.2461,103.916001,128.166,76.6747,108.344,6.9747,,,,,
19,F076,0,88.15846561,103.824,77.6564,23.4279,3.2547,3.914012953,8.30322,0.430298,5.582,9.0407,15.61590138,20,10.8186,7.5336,1.3966,82.74309265,112.782,0,538.4689,2.9102,105.2751801,113.75,86.2462,24.8532,3.2547,6.614310901,7.78809,5.61066,0.837,5.8173,63.89981543,77.7973,0,315.5125,3.1691,87.43258744,113.809,26.2471,164.5003,7.0958,,,,,
20,F040,0,104.0408121,113.864,95.1944,27.8981,3.8525,2.732068553,5.15533,-0.0799561,1.6476,8.9697,11.43881574,16.802,0,15.9245,1.7737,85.04753986,157.48,0,259.8961,3.4798,134.0975996,141.312,125.655,9.5187,3.8191,3.399784247,3.52325,3.30505,0.0055,4.1601,88.49694322,97.8266,75.9362,26.2739,3.8022,103.7202666,141.312,75.9362,195.3836,7.3114,,,,,
21,F040,0,102.0567053,112.462,91.094,21.0932,4.2263,0.71847176,4.89532,-10,5.0837,9.3559,13.98562871,20,0,24.9251,1.895,96.39174479,176.991,0,212.387,3.3737,132.4930643,137.59,124.385,7.943,4.1112,6.650097616,15.8112,0.415038,33.9835,7.6372,86.86854117,97.6493,76.2316,20.8475,4.2354,102.0878435,137.59,76.2316,192.1773,7.3037,,,,,
22,F040,0,97.03075223,107.067,90.9521,13.8221,4.6886,-4.447145473,1.8692,-8.41583,11.6046,9.5447,14.27706475,20,9.72132,10.0266,2.7947,88.39779675,103.27,45.489,52.5697,3.618,133.7603875,141.46,123.646,10.5299,4.443,0.218390145,0.352477,0.134276,0.0034,4.3813,80.48054106,90.2639,0,53.3334,4.5542,96.90873407,141.46,74.016,229.246,7.3431,,,,,
23,F040,0,88.78068581,97.3925,80.7562,12.2119,4.1812,-3.93458354,1.05286,-9.99908,8.9182,9.6346,13.12045962,20,8.80023,13.3468,2.2722,88.8040378,105.263,75.662,43.3913,3.6579,132.6772321,140.189,116.91,22.9815,4.1047,18.80160251,22.5006,2.87781,30.0281,6.8424,75.87084254,80.9583,70.4414,6.3443,4.1451,88.50113395,140.189,70.4414,203.4769,7.1109,,,,,
24,F040,0,86.19649009,97.9241,0,503.4207,3.2426,-6.513218211,-1.71143,-9.15741,5.5367,8.8269,13.00270424,14.4335,10.8893,0.8882,1.9554,82.07565693,167.598,0,960.3196,3.1257,104.2108285,131.415,0,866.9574,3.2426,8.991992379,9.46045,8.66852,0.023,5.5294,82.2788234,95.0201,0,98.8707,3.6634,91.41954515,131.415,76.2021,62.6866,6.7214,,,,,
25,F040,0,78.12304999,85.3451,0,161.2753,4.5056,-3.657255977,2.69073,-9.11224,11.1396,9.8299,14.66696645,19.9867,10.4877,11.7455,2.932,80.3648271,180.18,0,1103.6793,4.14,85.24313887,93.4248,0,192.7341,4.0628,1.181582658,1.47858,0.746154,0.0203,5.2234,72.89558903,79.8948,0,80.3464,4.0501,80.00040716,93.4248,71.2095,17.1261,6.1607,,,,,
26,F040,1,78.94679246,90.1847,72.3657,21.9292,3.4052,-0.12456673,5.53955,-8.03711,18.1389,9.2343,17.74436419,20,11.9,6.8942,1.754,86.58664802,103.627,72.3764,56.5172,3.2088,109.9324147,117.59,103.971,11.512,3.4052,5.313574261,26.4038,0.0518789,78.3393,6.3285,63.7293367,72.598,52.037,23.0015,3.3808,78.48284466,117.59,52.037,191.4945,7.2245,,,,,
27,F040,0,91.21974784,95.2137,0,92.1982,3.7652,-3.232640585,1.73645,-9.50775,10.8445,9.5133,12.76980805,20,8.58861,8.8932,1.9173,77.09239264,90.9091,0,200.5386,3.4513,121.5506247,138.092,0,224.2794,3.7652,0.718088183,21.4066,0.48828,3.2812,3.3067,82.61863163,93.8384,78.0632,7.009,3.8885,92.0014316,138.092,71.3277,99.2035,6.851,,,,,
28,F040,0,81.24740543,84.4856,78.8537,2.325,2.811,-1.770518116,4.62982,-9.10675,15.3823,9.0129,10.65934389,15.5723,8.20793,4.8021,0.8712,81.42989898,175.439,63.8298,972.9801,2.7609,93.74880678,95.7586,91.1797,1.596,2.7304,1.085507991,1.18256,0.234984,0.0239,4.1092,72.53083632,76.2316,70.0574,2.9244,2.7892,80.65075326,95.7586,53.1596,52.3252,6.497,,,,,
29,F040,0,91.85652107,99.8609,87.3935,13.1499,3.2632,-6.037055969,1.70197,-9.48517,8.8813,8.7248,11.96390829,13.1897,10.3448,0.8816,1.3117,94.50675476,115.163,79.0514,96.3053,3.0639,132.2222862,141.282,111.298,71.3614,3.2051,8.196818959,23.6862,1.27106,33.4389,6.3466,80.86269335,88.905,71.889,13.7924,3.3376,91.82025423,141.282,71.889,178.3461,6.925,,,,,
30,F014,0,61.11227266,70.6148,55.2254,17.2372,3.7183,5.627152347,6.27136,4.82849,0.0717,6.9894,17.20534771,20,12.333,9.0352,2.0382,93.85116176,113.208,48.8202,94.0983,3.2107,87.52105906,93.2476,82.3763,8.6983,3.5818,8.631712875,9.37347,6.10504,0.4677,6.3816,47.42150966,55.1388,41.5792,15.1849,3.6715,61.05009077,93.2476,41.5792,153.7666,7.105,,,,,
31,F014,0,61.92535172,69.8699,52.8629,11.882,4.255,5.709103532,6.63513,4.888,0.1181,7.2179,16.49859815,19.9269,10.5226,9.8318,2.3691,88.27362696,109.29,32.8048,219.8683,3.5471,90.27556544,96.7631,78.1518,8.9823,4.0268,5.774605762,7.8659,5.13916,0.617,5.8648,48.56246572,58.0044,40.5453,13.314,4.2243,61.68423724,96.7631,40.5453,153.5187,7.1421,,,,,
32,F014,0,56.57341451,63.6968,51.0429,8.7412,4.6751,5.74985467,6.0791,5.33478,0.0415,6.7354,18.22893706,19.9933,12.8123,3.009,3.0027,85.40689734,98.3607,43.1655,47.496,3.59,83.54772719,88.9641,76.8224,5.3657,4.3402,5.22245438,5.92041,4.58832,0.0527,5.7449,44.70066937,55.7592,39.5113,9.8739,4.4026,56.46399624,88.9641,39.5113,128.88,7.0097,,,,,
33,F014,0,54.09364056,61.1906,45.3067,12.1139,4.2712,5.910889434,7.12769,4.77417,0.1737,7.3413,18.51177568,19.98,9.41324,5.2738,2.5024,97.38854184,124.74,28.5987,296.9778,3.7273,78.2305748,86.6598,71.2095,12.7896,4.1086,9.022029673,10.6567,7.76977,0.4407,6.6925,40.8302838,51.7416,0,32.6358,4.1826,54.02216629,86.6598,33.5734,131.1295,7.0885,,,,,
34,F014,0,53.05746286,59.7411,48.1388,12.2965,3.55,5.893019315,6.22681,5.56549,0.0356,6.6196,16.51118442,18.3374,12.4507,4.1212,1.8674,89.52352913,100.167,76.8246,38.5157,3.0516,77.71123406,86.8961,70.7368,16.5555,3.4725,5.830945457,7.15485,5.1651,0.2212,6.2717,40.23685509,49.0237,35.7004,15.7346,3.454,52.97401584,86.8961,35.7004,132.6948,7.0127,,,,,
35,F014,0,69.36991175,77.3736,63.1973,10.2569,4.7484,5.977533341,6.71387,5.13824,0.0565,6.9635,16.22577684,20,0,12.198,2.7745,91.64993741,111.111,45.4545,69.0449,3.9448,83.39214208,93.6612,78.0632,12.156,4.3881,5.005204116,8.66241,3.97644,1.9062,6.2327,60.43792473,67.7531,54.164,8.4546,4.4199,69.30425262,93.6612,54.164,56.1136,6.741,,,,,
36,F014,1,49.10713269,59.8162,41.0568,23.9626,4.1179,6.919339999,7.99866,5.72815,0.1199,7.0629,14.48623156,19.3924,7.62389,18.3834,2.1586,92.85685366,180.18,0,460.3138,3.7205,67.03355122,81.9331,59.0383,25.0338,3.9922,5.147453604,5.54199,4.84772,0.0293,5.5317,37.15912842,47.783,30.3829,19.3634,3.9223,48.99985157,81.9331,30.3829,109.0948,7.0376,,,,,
37,F014,0,52.5414932,60.386,0,65.5558,3.6057,5.983807923,6.60614,5.14313,0.0445,6.3451,15.3808173,19.9534,11.34,14.6781,1.6372,85.17990794,95.5414,76.9231,23.1238,3.1276,73.43355055,97.9447,0,161.8589,3.4688,10.114103,10.5347,9.8526,0.0295,5.4712,41.07417371,47.0149,36.9412,7.3371,3.5762,53.14299132,97.9447,36.9412,97.6262,6.9175,,,,,
38,F014,0,63.59876497,67.5962,60.816,1.8143,2.9696,6.074946686,6.95984,4.22852,0.2667,7.1671,15.8642142,19.8807,8.94855,16.6567,1.3342,92.59917019,113.422,49.1803,132.3984,2.8469,72.55671753,74.2523,70.4119,0.8176,2.7982,8.006616144,8.78601,7.23267,0.2906,5.9164,56.67756989,58.093,54.4594,0.7276,2.7745,63.53473049,74.2523,54.4594,24.5822,6.1492,,,,,
39,F014,0,54.55627305,64.5622,45.6597,23.6688,3.3375,5.390490195,6.07941,4.31702,0.1502,7.0156,17.51185215,19.9667,14.1978,4.3309,1.7387,88.55437764,115.385,43.7956,363.7685,2.997,83.32225224,89.289,75.7294,13.787,3.3147,4.812717538,6.28815,3.66821,1.259,5.6138,40.7555852,51.9779,31.4169,25.987,3.4045,53.94543055,89.289,31.4169,169.0708,7.1657,,,,,
40,M002,0,89.58639571,95.907,0,113.6959,3.4937,-9.238479145,-5.53528,-10,1.1459,5.3837,12.9055392,14.8112,7.3928,6.8084,1.7456,72.49202041,93.75,26.5957,128.279,3.08,120.2533034,132.184,0,212.4013,3.4937,6.563605868,7.06482,6.21338,0.0469,5.6498,78.84701234,84.8282,73.4842,7.5306,3.5415,90.45798307,132.184,73.4842,127.3063,7.0418,,,,,
41,M002,0,92.12614873,106.807,81.9399,9.7452,4.384,-5.060374104,-0.87616,-9.15314,1.7049,8.6653,13.79295007,19.98,5.3041,17.0492,2.4295,81.15961445,138.249,27.027,238.7529,3.9852,138.904009,164.029,123.971,51.185,4.2769,8.847459705,9.74731,8.02307,0.1882,6.3714,77.50895653,90.707,61.5789,11.6859,4.3206,91.79234965,164.029,61.5789,240.4634,7.2562,,,,,
42,M002,0,89.73690741,96.6958,85.0463,5.384,4.5711,-8.518576346,-5.40283,-10,1.3546,7.5296,12.80347289,17.7989,0,15.0212,2.7369,75.91522568,126.05,0,157.3118,4.0031,123.3165868,135.344,115.847,15.9922,4.4546,3.462397069,7.76367,2.00043,2.1527,6.4875,76.30529054,86.8961,69.1121,9.0461,4.3534,89.70048857,135.344,69.1121,162.5541,7.1667,,,,,
43,M002,0,91.91867522,105.838,0,148.8609,4.0159,-2.121106182,0.85022,-7.39838,3.1441,8.2109,12.6657011,19.9933,0,37.493,1.7894,76.65898656,100,35.482,191.1199,3.7715,123.4705813,144.207,0,308.1989,3.9912,8.417452317,9.20868,7.90253,0.0955,6.018,78.65967018,89.4072,0,78.0467,3.9139,92.68770787,144.207,67.9895,159.7304,7.1645,,,,,
44,M002,0,90.95832082,94.6902,87.4287,3.3458,3.5786,-3.312925263,-1.27441,-5.74402,0.7918,8.3395,14.23041159,17.0164,3.77929,6.7626,1.7039,75.95007971,88.3652,37.2439,93.2164,3.2635,120.5298192,126.984,114.34,11.1459,3.4769,8.12811914,8.75702,7.80334,0.0578,5.6374,78.63362415,82.3172,76.3498,2.376,3.3237,90.9487375,126.984,76.3498,123.2323,6.9718,,,,,
45,M002,0,81.66518916,94.8534,0,64.9204,4.7828,-9.490923799,-5.96863,-10,0.8965,3.5466,11.54418269,20,0,31.068,2.6866,81.86246345,100.167,42.8571,127.6996,4.0893,117.3688125,151.888,0,178.7137,4.6115,7.667043334,8.36334,2.97394,0.2755,6.2727,68.37921084,74.6659,56.2023,8.9702,4.4759,81.88419075,151.888,56.2023,183.8887,7.1762,,,,,
46,M002,1,89.64502787,101.546,0,280.6979,3.78,-8.971660679,-2.3819,-10,1.4087,6.4026,13.2340305,20,8.66676,13.5289,2.2469,74.16728294,94.0439,27.0149,158.4295,3.6367,112.1427558,127.811,0,447.6683,3.78,7.467844127,8.07342,7.14111,0.062,5.6849,80.52720066,90.5593,0,37.1358,3.9465,91.5994004,127.811,56.1433,107.3706,7.1306,,,,,
47,M002,0,84.8784539,93.0636,0,214.0183,3.544,-8.960896716,-6.06781,-10,0.9828,6.8068,13.60401345,19.1693,4.56586,24.2398,2.0793,80.84644777,179.641,0,602.3056,3.3163,109.7789047,130.411,0,402.8872,3.544,8.866011901,10.4111,5.06287,1.7614,6.7665,75.10156788,81.7854,70.4119,6.6555,3.6103,86.9998371,127.752,70.4119,116.4776,7.0375,,,,,
48,M002,0,84.43011783,89.7833,78.8359,13.4061,2.3958,-8.532186486,-4.97009,-10,1.7678,6.2277,13.44403261,16.1204,8.99415,10.9032,0.9949,75.96978743,88.2353,46.1538,85.0073,2.6062,133.7285479,157.589,109.761,274.6719,2.3958,1.526951961,4.66461,1.26343,0.1744,5.2115,70.5526675,74.3409,63.3219,8.8205,2.6874,84.18934116,157.589,63.3219,204.6391,7.0405,,,,,
49,M002,0,90.43542386,99.2044,81.8504,13.2336,3.0148,-5.988222902,-4.12384,-8.65814,1.2336,8.289,12.34448232,19.98,0,39.3836,1.4331,73.08354884,81.0811,40.568,67.101,3.0095,124.0180888,133.867,114.34,29.1667,3.0148,8.84908576,10.4584,8.02307,0.749,5.9472,77.79790116,89.1413,73.2183,11.0507,3.063,90.35705859,133.867,73.2183,165.3678,7.0452,,,,,
50,M051,0,81.77919946,86.0463,77.8812,6.8773,3.1067,0.172827183,3.59009,-3.70514,1.8454,8.3517,10.44990432,19.4112,7.54622,19.8843,1.3613,63.6519189,73.0816,30.9278,48.3639,2.8531,144.9313617,152.065,131.622,23.8898,3.1067,8.17312462,8.45947,7.9483,0.0204,5.18,59.45511665,69.2598,0,9.0711,3.1513,81.72262499,152.065,55.2866,300.4313,7.412,,,,,
51,M051,0,81.66904015,93.0583,73.4674,18.8089,3.8967,1.703998325,5.60089,-8.53088,6.6667,9.2034,14.27055478,19.9867,0,40.4176,2.0923,65.18690914,78.0234,32.6087,91.4663,3.5364,132.582397,152.951,111.357,85.0641,3.8706,8.270699803,8.76923,7.88879,0.0528,5.7031,58.83622399,75.4044,0,86.0124,3.973,81.77956288,152.951,37.7683,305.3828,7.5775,,,,,
52,M051,0,79.25268757,90.1968,74.7985,6.036,4.2944,2.217629465,5.10406,0.568237,0.7274,8.4499,17.09927423,19.9867,10.7411,11.4246,2.9972,63.1793454,72.2892,31.8979,21.6439,3.5471,120.0777821,129.82,111.327,13.8312,3.9631,8.225947759,8.65784,7.90253,0.0367,5.5127,71.44565872,85.2418,65.0648,20.462,4.3057,79.1569887,129.82,65.0648,89.1362,6.791,,,,,
53,M051,0,73.17008524,106.52,0,514.941,3.1448,1.03304752,5.4187,-8.63007,5.1684,8.9952,14.21805626,19.9667,0,31.4185,1.855,67.49092937,160.858,0,484.3886,3.2923,108.2144193,144.739,0,1066.8295,3.1448,12.00798375,13.2935,10.8398,0.4399,6.4911,60.46324682,86.4235,0,139.5729,3.471,75.90423891,144.739,49.8804,256.407,7.3521,,,,,
54,M051,0,95.11086245,172.269,0,1686.6515,2.9155,2.072277621,4.39209,-1.92902,1.6652,8.648,14.78076068,20,0,40.1749,1.9114,63.31036817,68.1818,31.746,43.1062,2.8554,151.9143688,220.454,0,3032.0852,2.9155,13.0837307,14.4287,12.6984,0.2186,5.7446,76.93101658,139.037,0,793.0437,2.9956,107.1180122,220.454,69.2007,822.9639,7.8344,,,,,
55,M051,0,89.33538595,105.993,0,87.9681,4.9783,1.248683114,5.3894,-8.22235,5.9538,9.3422,13.73006698,20,0,28.2621,2.9733,71.92165634,180.18,0,256.1992,4.1484,124.0975909,146.334,0,194.5486,4.8902,8.316125903,12.4481,-0.0061044,3.2279,7.4006,77.67794508,93.159,0,46.1899,4.776,89.99277957,145.536,69.3484,127.1093,7.1766,,,,,
56,M051,1,96.22418592,116.198,84.9046,49.2033,3.4166,-1.332279538,2.49725,-4.99359,0.7814,8.2719,18.26996639,20,10.3663,12.2831,1.9546,70.19784947,168.539,0,554.0777,3.2161,116.890725,161.164,105.566,32.9451,3.3529,9.80082809,10.6766,8.84552,0.1182,6.0014,84.86671994,96.1131,0,86.324,3.3819,98.71677926,161.164,75.6998,193.0064,7.2353,,,,,
57,M051,0,70.18695918,76.2491,65.0882,5.9146,3.609,1.664871179,4.12628,-1.16669,0.787,8.0216,12.24617589,19.8939,0,51.608,1.6355,65.40696681,68.8863,61.7284,2.903,3.0886,120.0180056,142.878,99.7172,122.5925,3.5725,10.69310946,11.0443,10.3363,0.0436,5.6017,54.87889987,69.6438,49.3782,12.2977,3.5522,70.05531143,141.903,49.3782,183.3101,7.1153,,,,,
58,M051,0,105.3277927,109.844,100.109,11.8576,3.0856,1.890010381,4.18518,-0.615845,1.196,8.5491,16.22754394,19.9933,0,42.9917,1.2522,68.33418736,78.9474,61.2245,18.643,2.9209,129.3909537,135.729,122.021,16.0063,3.0856,10.79823505,11.8042,8.41675,0.4387,6.6355,96.18720616,104.296,90.5002,11.1138,3.2001,105.0397715,135.729,90.5002,63.9861,6.7737,,,,,
59,M051,0,78.07440211,102.898,0,310.0045,2.8263,2.844153354,5.88104,-1.36353,2.3939,8.4019,15.56826629,19.5122,0,50.7194,1.1301,76.01802193,100.167,64.6552,86.9036,3.1236,113.911838,146.807,0,711.6757,2.8263,11.19809032,14.3341,9.08813,3.8451,6.6915,62.21790288,85.2418,0,281.5578,3.0276,76.52587922,146.807,31.0919,287.4916,7.4722,,,,,
60,F033,0,72.71877747,76.5986,67.6927,7.7589,3.4528,-6.487603779,-4.51111,-8.28186,1.4412,8.1586,12.63239933,19.3986,9.0036,19.1076,1.7111,76.70392646,96.7742,0,125.4607,2.9473,108.0253137,112.952,102.524,6.1437,3.4083,3.390362401,3.81317,3.08075,0.0374,5.5939,53.2069662,61.2835,49.0237,9.1197,3.3666,72.6746569,112.952,49.0237,220.1593,7.1614,,,,,
61,F033,0,73.86557038,80.627,65.3266,12.7009,3.504,-7.760672164,-4.62402,-9.92035,2.8886,8.3397,13.09468116,19.9468,8.48057,16.4251,1.5375,87.65365193,107.914,0,274.7258,3.0764,113.0837094,119.628,102.967,15.7321,3.4634,2.750701521,3.09296,2.211,0.0696,5.0518,57.22401363,68.9348,46.8376,20.1475,3.504,73.66928031,119.628,46.8376,226.676,7.2144,,,,,
62,F033,0,72.81651712,87.7725,65.247,16.7909,4.5636,-4.898332157,-2.11975,-8.31207,1.4847,9.0674,14.29153408,20,0,24.4593,2.7596,77.76590563,95.2381,0,63.2467,3.5912,114.9048424,128.786,100.899,32.4104,4.4162,2.416358708,3.80249,1.45111,0.3221,6.5335,51.67722612,67.7236,43.7062,24.0528,4.3892,72.72773067,128.786,43.7062,292.1571,7.4824,,,,,
63,F033,0,81.68093432,97.4882,67.2792,29.7718,4.4116,-6.504624213,-2.89246,-8.94165,2.0267,8.7064,10.92347388,17.3611,5.92768,24.0822,1.8857,87.36133067,173.913,0,275.907,3.6714,114.2950886,119.185,107.428,8.5993,4.283,1.358441303,1.48773,1.20697,0.0022,4.2989,62.27776964,75.9657,0,42.0396,4.2496,81.75863987,119.185,50.294,235.8655,7.4372,,,,,
64,F033,0,78.84638072,85.2885,0,56.4687,3.606,-4.379502404,-1.64246,-7.89825,1.6391,8.5619,16.00857566,19.9933,7.73196,15.8521,2.023,80.46989063,111.317,40.8163,97.4164,3.3393,105.575128,115.847,0,106.0536,3.5723,1.128682981,1.31378,1.03607,0.0025,4.2116,60.39361576,70.0278,53.5141,19.5935,3.679,78.86083952,115.847,53.5141,188.6872,7.2856,,,,,
65,F033,0,69.89162032,111.652,-3.80304,924.3931,4.7578,-9.422485272,-8.24188,-10,0.1635,7.1243,16.04051463,20,0,17.377,2.9408,92.22937366,180.18,0,824.2942,4.1981,90.35496829,130.116,-3.76724,1463.5284,4.5712,2.036060059,2.88238,1.07422,0.0919,5.7677,55.4394527,86.8371,-4.23991,692.6952,4.6683,70.51730985,130.116,-4.41716,1022.3294,7.3437,,,,,
